MI_OBJ_OIS_SUM_OF_TAXATION_VALUES,MI_OBJ_OIS_SIZE_OF_BUSINESS_AREA,MI_OBJ_OIS_MOTHER_ID,MI_OBJ_OIS_TAXATION_VALUE,MI_OBJ_OIS_CONSTRUCTION_YEAR,MI_OBJ_OIS_SIZE_OF_BUSINESS_AREA_BUILDING,MI_OBJ_OIS_SIZE_OF_BASEMENT,MI_OBJ_OIS_SIZE_OF_HOUSE,C20_6MONTH%,MI_OBJ_OIS_TAXATION_VALUE_PLOT,KOEBESUM_BELOEB
400000,0,0,392264.03,1931,0,0,90,0.52,79041.2,295000
780000,0,0,747965.69,1911,0,4,126,17.73,279336.42,875000
400000,0,0,400000,1970,0,0,39,32.36,104000,50000
430000,0,0,422353.87,1971,0,0,59,6.35,115017.76,335000
1650000,137,0,1582235.12,1913,223,0,73,18.13,112674.32,1105229
430000,0,0,434212.32,1950,0,0,50,7.16,194991.62,300000
1100000,0,0,1114540.1,1901,332,0,115,9.51,121991.48,780000
1100000,0,0,1110775.69,1932,0,0,194,4.52,169544.76,1020000
790000,0,0,790000,1975,0,0,133,28.22,160900,700000
8950000,0,0,8582426.84,1915,1237,0,202,11.45,1607934.45,950000
690000,0,0,661661.96,1960,0,0,90,19.51,216238.8,540000
1050000,0,0,995978.71,1941,0,0,57,20.26,388336.84,1000000
140000,0,0,141850.56,1935,0,0,120,9.51,67581.66,175000
730000,0,0,692442.34,1968,0,0,79,19.51,194263.28,850000
970000,0,0,979502.2,1914,71,16,158,6.23,167020.27,900000
900000,0,0,900000,1969,0,0,90,29.92,208300,342442
400000,0,0,400000,1900,0,0,132,28.23,77300,550000
1050000,0,0,1045988.07,1965,0,0,45,27.29,718344.76,2050000
2050000,0,0,1944529.86,2004,0,0,80,18.78,377618.21,2500000
480000,0,0,460286.58,1978,0,0,136,19.1,189868.21,1295000
810000,0,0,810000,1967,0,0,54,30.15,277100,745000
540000,0,0,512217.62,1964,0,0,38,17.73,185536.61,330000
12300000,0,0,12300000,1877,1475,0,198,37.34,1158900,5283000
570000,0,0,546590.31,1976,0,0,106,8.94,168484.07,800000
490000,0,0,490000,1973,0,0,63,29.66,141200,550000
530000,0,0,530000,1977,0,0,85,29.59,136700,600000
510000,0,0,516741.32,1901,0,0,184,5.1,65757.87,100
690000,0,0,690000,1972,0,0,55,30.61,204500,440000
550000,0,0,540220.06,1969,0,0,45,3.91,207739.17,600000
590000,0,0,574805.05,1972,0,0,51,3.93,192803.25,550000
540000,0,0,537936.72,1967,0,0,46,31.35,196645.76,320000
670000,0,0,670000,1976,0,0,70,28.31,118800,875000
490000,0,0,490000,1972,0,0,71,28.22,117300,475000
420000,0,0,415273.05,1968,0,0,35,3.09,116078.7,450000
870000,0,0,881499.9,1906,0,72,87,6.24,273872.9,625000
550000,0,0,527411.71,1968,0,42,96,18.3,153428.86,748000
610000,0,0,597150.73,1960,0,0,58,6.15,163580.14,770000
630000,0,0,630000,1969,0,0,45,29.98,176500,610000
690000,0,0,654500.3,1968,0,0,61,9.87,169790.66,600000
790000,0,0,781088.53,1969,0,0,94,29,223747.26,620000
670000,0,0,670000,1969,0,0,55,28.64,225000,540000
490000,0,0,480523.43,1911,0,0,141,7.76,114737.23,100000
1400000,0,0,1418505.59,1965,0,0,174,3.34,266273.76,1330000
1150000,0,0,1150000,1965,0,0,144,23.4,292700,775000
580000,0,0,580000,1973,0,8,168,26.45,94700,300000
470000,0,0,470000,1971,0,0,88,28.45,131500,440000
430000,0,0,434212.32,1902,0,0,88,5.33,68363.19,270000
1950000,57,0,1818174.58,1901,717,0,222,15.98,174078.56,1850000
490000,0,0,496476.96,1959,0,0,98,7.11,100409.93,240000
1050000,0,0,1050000,1939,0,0,170,31.54,201500,1300000
2250000,18,0,2250000,1906,100,0,450,3.93,188000,3450000
610000,0,0,597150.73,1961,0,0,50,-0.26,181396.77,300000
790000,0,0,790000,1972,0,0,75,26.42,218400,915000
1350000,0,0,1363224.71,1976,0,0,198,2.17,296577.11,900000
450000,0,0,431518.67,1973,0,0,134,13.06,107400.2,395000
530000,0,0,520575.7,1975,0,0,76,5.33,109419.12,615000
600000,0,0,589330.98,1978,0,0,54,5.81,192318.34,525000
1150000,0,0,1090833.83,2006,0,0,99,9.05,110695.92,750000
940000,0,0,940000,1961,0,0,62,35.56,330100,1280000
790000,0,0,790000,1974,0,0,155,29.66,179800,1174000
540000,0,0,517822.4,1973,0,87,87,17.38,188333.93,635000
450000,0,0,450000,1977,0,0,60,31.71,132200,540000
680000,0,0,677401.8,1976,0,0,64,27.29,194254.93,665000
970000,0,0,930162.46,1984,0,0,130,10.23,136551.69,800000
1150000,0,0,1090833.83,2008,0,0,122,11.16,128718.39,1370000
1300000,0,0,1295032.85,2012,0,0,146,26.46,124920.86,1600000
480000,0,0,455304.55,1975,0,0,63,14.11,126916.14,630000
660000,0,0,652554.97,1974,0,0,142,29,93730.62,300000
750000,0,0,750000,1975,0,0,127,30.11,106000,700000
480000,0,0,474597.77,1975,0,0,56,5.75,157309.39,250000
730000,0,0,730000,1975,0,0,59,40.81,197700,850000
1000000,0,0,958930.37,1978,0,0,120,9.01,218827.91,930000
1250000,1350,0,1237546.7,1976,1350,0,0,0.49,480960.15,1500000
440000,0,0,417362.51,1975,0,0,55,18.13,116766.65,550000
1200000,0,0,1215861.93,1980,0,125,185,3.09,315212.21,1250000
940000,0,0,940000,1985,0,0,74,35.56,201000,900000
850000,0,0,834885.55,1984,0,0,80,3.91,185737.48,1025000
660000,0,0,660000,1978,0,0,118,38.13,139100,690000
970000,0,0,951240.27,1979,0,0,178,7.51,197308.81,1390000
620000,0,0,626073.57,1977,0,0,139,5.15,175401.58,690000
850000,0,0,815090.82,1980,0,0,145,18.58,166853.88,780000
790000,0,0,757554.99,1979,0,0,142,9.72,145469.74,600000
630000,0,0,597587.23,1978,0,0,43,20.05,188571.97,595000
660000,0,0,657478.21,1979,0,0,172,29,118346.08,1420000
1200000,0,0,1200000,2007,0,0,93,30.15,166300,1150000
1400000,0,0,1413714.51,1986,0,0,172,5.33,245178.49,1475000
1050000,0,0,1031329.21,1985,0,0,119,3.61,191630.79,950000
1100000,0,0,1043406.27,1997,0,0,82,17.41,270906.21,1100000
1150000,166,8283,1273140.99,1900,0,0,0,6.23,91776.86,780000
970000,0,4825,930162.46,1972,0,0,139,18.94,143360.09,530000
560000,0,0,537001.01,1983,0,0,143,10.23,88605.17,375000
560000,0,0,565485.81,1966,0,0,69,3.63,153791.94,600000
650000,0,0,623304.74,1984,0,0,99,19.1,112194.85,710000
880000,0,0,834725.01,1984,0,0,106,8.23,186864.58,1207500
840000,0,0,840000,2001,0,0,67,39.32,182800,975000
1000000,0,0,948551.15,2007,0,0,103,17.41,112687.88,1000000
970000,0,0,949567.56,2006,0,0,97,6.53,117765.96,341272
770000,0,0,750169.3,1985,0,0,77,0.14,285259.18,75000
1400000,0,0,1327971.61,1999,0,0,104,19.8,339581.31,1250000
1200000,0,0,1186494.42,1995,0,0,88,7.11,344775.5,1533000
1200000,0,0,1200000,1999,0,0,87,28.45,292800,1400000
480000,0,8929,476303.87,1988,0,0,76,5.49,40287.37,430000
1750000,0,0,1716155.12,2007,0,0,183,3.93,197995.27,1625000
1900000,0,0,1821967.71,2001,0,0,205,19.1,317214.17,3495000
1550000,0,0,1570488.33,2004,0,0,147,2.24,338516.23,729225
1850000,0,0,1850000,2003,0,0,164,30.57,331500,998250
680000,0,6352,652072.65,1991,0,0,66,19.51,79015.86,775000
680000,0,6352,680000,1991,0,0,66,32.54,82400,800000
680000,0,6352,652072.65,1991,0,0,66,18.78,79015.86,960000
680000,0,6352,680000,1991,0,0,66,26.42,82400,618000
680000,0,6352,652072.65,1991,0,0,66,18.25,79015.86,750000
680000,0,6352,680000,1991,0,0,66,27.69,82400,820000
2100000,0,0,2013753.78,2007,0,0,196,17.82,315679.88,2350000
1050000,0,0,1026377.08,1973,0,0,157,0.37,243006.99,950000
4200000,285,0,4334573.91,1813,285,0,215,3.98,466689.12,4855000
4550000,0,0,4746508.83,1930,270,0,130,0.49,817755.66,1678000
910000,0,0,910000,1920,0,35,124,24.74,215500,800000
2050000,85,0,2087165.56,1927,85,0,324,20.26,215334.4,900000
880000,0,0,883950.23,1964,0,0,94,3.13,264883.72,1050000
460000,0,0,460044.93,1956,0,0,69,17.38,118711.59,162825
1100000,0,0,1100000,1917,0,5,134,30.57,103700,1200000
620000,0,0,620060.55,1963,0,0,108,19.8,145814.24,243192
820000,0,0,820080.09,1897,0,8,210,17.51,186418.2,700000
970000,0,0,970000,1956,0,94,94,31.61,280800,545000
1300000,0,0,1305835.57,1927,0,100,187,0.49,239470.15,2100000
1000000,0,0,1004488.9,1967,0,0,110,1.28,323244.53,1290000
3350000,0,0,3308172.34,1986,0,48,170,5.57,762953.42,2300000
740000,0,0,743321.79,1885,0,0,90,5.46,259760.83,650000
490000,0,0,480523.43,1900,0,6,98,3.78,63448.71,30000
510000,0,0,500136.64,1925,0,0,104,5.39,101988.65,258149
10900000,0,0,1912190.62,1875,646,0,313,6.07,213855.26,1750000
660000,0,14206,660000,1970,0,0,92,31.61,97600,340000
760000,0,14206,757267.66,1970,0,0,106,30.51,109405.25,635000
770000,0,0,770075.2,1900,0,0,147,18.13,164816.1,569746
590000,0,0,582633.34,1907,0,0,78,6.01,168864.92,555000
1750000,0,0,1741356.25,1958,0,81,155,7.76,166573.16,1700000
1200000,0,0,1173002.37,1971,184,0,140,-0.03,117300.24,1300000
630000,0,0,622133.9,1926,0,0,112,6.23,120772.98,275000
570000,0,0,569387.55,1969,0,0,132,27.05,84808.78,220000
120000,0,0,117300.24,1902,0,0,59,0.37,101757.96,235000
430000,0,0,430000,1956,0,0,84,35.62,114400,150000
620000,0,0,622783.12,1964,0,0,117,6.99,101152.03,450000
790000,0,0,780136.16,1953,0,80,130,5.4,142103.28,787500
2400000,0,0,2400000,1898,0,120,48,29.66,270400,1875000
1850000,0,0,1826901.15,1930,762,30,215,7.11,178147.55,1625000
920000,0,0,920000,1957,0,75,118,36.33,220400,1350000
1750000,0,0,1750000,1964,0,0,143,30.61,394900,850000
1000000,0,0,1000097.67,1906,0,29,135,19.51,391138.2,540000
680000,0,0,671509.61,1959,0,0,96,3.92,146843.35,640000
1000000,0,0,1000000,1917,0,89,156,30.11,234700,800000
1100000,0,0,1100107.43,1967,0,0,135,18.58,266926.07,1330000
1150000,0,0,1135641.25,1967,0,50,162,5.4,254383.64,1150000
1150000,0,0,1135641.25,1969,0,0,163,5.57,274035.17,1782500
590000,0,0,590000,1937,284,0,75,33.36,83200,940000
490000,0,0,489473.5,1940,0,0,143,27.29,102889.33,510000
780000,0,0,773993.79,1890,0,0,152,5.15,70453.28,750000
960000,0,0,948003.15,1944,0,90,160,6.07,280549.68,925000
1150000,0,0,1150000,1970,0,109,160,26.45,233000,1470000
1000000,0,0,1000000,1927,0,32,150,36.29,263300,750000
1350000,0,0,1333144.08,1926,0,10,112,5.1,397770.69,1100000
1750000,0,0,1728149.73,1930,0,70,125,3.61,546391.57,1770000
900000,0,0,900087.9,1962,0,0,94,18.7,218421.33,965000
1250000,0,0,1250000,1978,0,0,153,40.81,265200,1325000
420000,0,0,420041.02,1948,0,70,76,18.13,151214.77,350000
580000,0,0,582603.56,1949,0,56,108,8.71,149869.74,375000
790000,0,0,780136.16,1931,0,30,164,5.81,160076.04,895000
590000,0,0,590057.62,1900,0,0,135,19.8,129512.65,216552
1000000,0,0,1000000,1927,0,9,197,38.13,185600,900000
830000,0,0,791202.62,1931,0,100,110,0.49,259762.31,1005000
900000,0,0,887736.23,1936,0,40,160,5,191948.3,440000
970000,0,0,957888.71,1961,0,0,180,5.36,212809.3,920000
1350000,90,0,1350000,1948,90,140,280,44.71,271800,550000
1550000,0,0,1550151.38,1938,0,0,192,9.72,113111.05,1600000
1500000,0,0,1466252.97,1900,272,0,94,4.98,235577.98,700000
730000,0,0,720885.32,1973,0,56,128,5.1,135388.19,560000
1500000,0,0,1500000,1981,0,0,150,29.92,318500,1550000
1100000,0,0,1104937.79,1976,0,0,131,6.99,289694.6,1030000
750000,0,0,749194.14,1976,0,34,144,30.51,153335.07,975000
1450000,0,0,1450141.62,1984,0,0,191,13.63,230322.49,1425000
1650000,0,0,1650161.15,1979,0,179,206,10.23,294028.71,1835000
1400000,0,0,1400136.73,1985,0,0,190,17.32,263325.72,1390000
1900000,0,0,1900185.56,1985,0,0,123,20.26,483747.24,1675000
930000,0,0,930090.83,1980,0,0,153,21.54,144514.11,950000
740000,0,0,730760.46,1988,0,0,101,5.58,136573.2,950000
1600000,0,0,1600156.27,2000,0,0,142,14.11,220121.5,1560000
1700000,0,0,1700000,2005,0,0,148,37.34,186400,2100000
1400000,0,0,1382519.79,2006,0,0,145,5.49,174592.5,1470000
1950000,0,0,1958753.35,2005,0,0,165,8.23,251724.92,2130000
2000000,0,18713,2000000,2005,0,0,126,23.4,132900,2650000
2750000,0,0,2762344.47,2008,0,0,177,1.28,215764.22,2400000
3350000,0,0,3308172.34,2009,0,0,206,3.34,431839.93,2900000
3000000,0,0,3013466.7,2009,0,0,176,5.39,553071.59,2860000
1050000,0,0,1050000,2009,0,0,86,25.47,267100,1140000
1200000,0,0,1178661.95,2007,0,0,116,7.16,252822.99,1550000
680000,0,0,688988.43,1986,0,0,97,9.51,133238.2,750000
510000,0,0,510000,1975,0,0,70,28.45,114000,435000
1750000,0,0,1773131.98,2009,0,0,180,5.1,63022.18,1800000
830000,0,0,838130.75,1877,0,0,167,6.31,99868.83,352750
800000,0,0,767144.3,1964,0,0,130,19.51,106057.7,567826
620000,0,0,620000,1973,0,0,128,26.45,153100,560000
580000,0,0,580000,1962,0,82,82,28.23,218500,565000
850000,0,0,850000,1947,0,6,147,30.57,59500,535000
700000,0,0,692121.75,1966,0,0,117,2.24,95413.93,500000
790000,0,0,790000,1956,0,8,124,32.36,127900,200000
1050000,250,0,921559.63,1922,250,0,0,18.13,190718.96,1200000
1000000,0,0,958930.37,1965,0,0,133,19.8,280678.92,1215000
680000,0,0,652072.65,1880,0,0,112,9.01,243472.42,850000
890000,0,0,872787.46,1960,0,84,84,7.51,313222.83,985000
1700000,0,0,1680823.41,1850,0,0,126,27.35,494953.06,925000
1950000,0,0,1950000,1995,0,0,147,25.74,546000,1845000
490000,0,0,490000,1973,0,0,139,26.42,110100,505000
710000,0,0,716955.22,1913,0,0,117,6.14,185196.6,475000
670000,0,0,657042.25,1830,0,0,120,3.78,104538.36,25000
700000,0,0,706857.26,1850,0,0,136,3.63,85125.81,450000
450000,0,0,454408.24,1880,0,0,85,7.16,123599.04,325000
1050000,0,0,1006876.89,1926,0,90,185,13.5,281637.85,970000
630000,0,0,630000,1969,0,0,139,36.33,135100,500000
660000,0,0,668724.06,1850,0,0,120,8.61,80246.89,310000
830000,0,0,795912.21,1922,0,0,156,15.98,91481.96,598000
590000,0,0,578589.44,1974,0,0,127,3.93,119934.73,450000
920000,0,0,909622.08,1978,0,0,169,29,129917.76,1110000
820000,0,0,820000,1975,0,0,159,29.06,143700,700000
1100000,0,0,1110775.69,1978,0,0,129,6.51,355347.24,975000
510000,0,0,514996,1976,0,0,117,6.31,123901.98,200000
950000,0,0,950000,1980,0,0,94,27.69,267500,860000
730000,0,0,737151.14,1980,0,0,127,6.23,131980.35,1040000
780000,0,0,790310.26,1890,0,0,100,5.4,148943.09,1100000
780000,0,0,780000,1890,0,0,97,30.29,148000,1260000
1400000,0,0,1413714.51,2003,0,0,165,3.91,130566.63,1225000
1850000,0,0,1868122.75,1988,0,0,151,3.61,463294.44,1700000
1600000,0,0,1534288.6,2001,0,0,177,18.94,276747.31,1670000
1650000,0,0,1650000,2000,0,0,123,42.66,292500,1050000
450000,0,0,450000,1939,0,0,129,26.45,86200,800000
560000,0,0,567402.23,1877,754,0,213,5.1,138304.29,1700000
570000,0,0,577534.42,1931,430,0,156,5.4,160797.74,1550000
1650000,0,0,1650000,2007,0,0,130,30.61,260900,1640000
1500000,0,0,1461368.76,2008,0,0,121,8.23,231870.51,1425000
1450000,0,0,1450000,2011,0,0,112,23.4,334400,1765000
1050000,0,17647,1050000,2007,0,0,101,35.56,194400,1416000
2300000,0,0,2205539.86,2009,0,0,188,11.81,351160.3,3750000
650000,0,23325,650000,2007,0,0,105,31.89,54300,1250000
2150000,0,0,2150000,2009,0,0,175,36.29,292100,2215000
223200,0,0,220413.15,2014,0,0,107,3.91,220413.15,1795000
2200000,0,0,2221411.46,2007,0,0,200,20.05,272223.88,2900000
1950000,0,0,1950000,2008,0,0,166,28.64,234400,2275000
1700000,0,0,1716545.22,2009,0,0,160,19.51,228603.43,1950000
1350000,0,0,1363138.85,1961,0,0,164,21.54,262429.47,1300000
900000,0,0,908759.23,1960,0,0,91,10.68,248091.27,1200000
1550000,0,0,1565085.35,1974,0,0,149,-0.45,184882.02,1895000
940000,0,0,949148.53,1964,0,0,125,8.71,157720.21,800000
720000,0,0,720000,1967,0,46,146,29.66,239900,825000
1100000,0,0,1110705.73,1964,0,0,114,18.3,228906.35,775000
1200000,0,0,1200000,1965,0,0,146,28.31,234300,1214000
970000,0,0,981156.12,1930,0,92,92,2.17,214438.24,495000
1150000,0,0,1161192.35,1973,0,0,133,2.36,248596.14,1320000
610000,0,0,615936.81,1940,0,0,102,3.41,102386.87,610000
960000,0,0,969343.18,1969,0,0,148,18.13,165798.07,940000
2500000,0,0,2584041.37,1925,317,0,173,6.53,339232.95,2525000
960000,0,0,969343.18,1943,0,0,110,18.25,235570.59,1365000
1150000,0,0,1161192.35,1970,0,0,133,10.73,253442.85,1265000
780000,0,0,781540.89,1927,0,0,110,31.35,151198.1,1110000
810000,0,0,768326.43,2011,0,0,85,18.77,120655.71,889000
640000,0,0,640000,1929,0,0,116,36.33,110900,1050000
780000,0,0,788970.9,1900,0,0,158,6.31,168212.64,645000
920000,0,0,930581.06,1907,0,0,148,3.98,172663.25,750000
1050000,0,0,1050000,1972,0,76,136,28.31,279700,1360000
1000000,0,0,1009732.48,1970,0,0,143,11.16,271719.01,1470000
970000,0,0,981156.12,1972,0,0,184,7.11,157693.03,950000
1650000,0,0,1666058.59,1972,0,50,190,18.77,287672.78,1830000
1300000,0,0,1300000,1964,0,0,170,30.11,186200,900000
850000,0,0,850000,1972,0,0,120,30.11,203800,999000
860000,0,0,860000,1972,0,0,120,26.42,210100,1200000
880000,0,0,890121.01,1954,149,70,110,-0.26,186116.21,1065000
750000,0,0,757299.36,1943,0,0,112,9.72,176400.26,700000
1100000,0,0,1100000,1927,0,0,172,30.57,185100,1260000
550000,0,0,556325.63,1954,0,0,114,6.68,37728.99,230000
970000,0,0,979440.51,1969,0,0,140,11.68,239104.65,1857500
1400000,0,0,1416101.61,1969,0,0,169,2.36,241647.62,1655000
1200000,0,0,1211678.98,2009,0,0,104,22.36,129750.62,1160000
720000,0,0,728280.83,1965,0,0,102,5.31,169831.04,775000
1200000,0,0,1200000,1968,0,0,146,39.32,231600,1980000
940000,0,0,950811.08,1972,0,16,201,-0.03,200782.98,700000
720000,0,0,727007.39,1964,0,36,121,11.68,179732.38,330000
670000,0,0,676520.76,1934,0,0,97,10.68,175592.48,880000
840000,0,0,848175.28,1920,0,58,113,8.71,85120.45,650000
1500000,0,0,1517251.73,1916,0,0,213,2.24,235983.22,1395000
1250000,0,0,1264376.44,1973,0,0,146,4.52,270273.11,1550000
910000,0,0,910000,1955,0,0,40,39.32,428200,2500000
860000,0,0,869890.99,1963,0,0,126,5.81,177923.05,675000
1300000,0,0,1312652.23,1963,0,0,157,0.49,357748.22,1337500
800000,0,0,809200.92,1920,0,0,134,5.1,135844.6,1495000
1200000,0,0,1213801.38,1955,0,76,130,-3.2,263293.75,1900000
1200000,0,0,1200000,1944,0,13,151,29.06,224900,1700000
1100000,0,0,1110705.73,1952,0,60,125,9.65,302616.82,1337500
1650000,0,0,1666058.59,1912,0,0,191,8.71,374913.67,1865000
810000,0,0,819315.93,1964,0,0,123,5,152230.92,1250000
1000000,0,0,1011501.15,1914,0,0,169,2.24,375570.38,1525000
1200000,0,0,1213801.38,1966,0,0,239,6.14,218383.1,800000
1450000,0,0,1464112.1,1970,0,120,156,18.77,268487.87,1199000
1050000,0,0,1060219.11,1965,0,108,108,13.5,222040.17,1199000
880000,0,0,888564.58,1972,0,0,130,22.36,183771.31,1235000
1500000,0,0,1500000,1938,0,100,162,35.62,219700,1350000
1000000,0,0,1009732.48,1904,328,0,90,10.73,140857.68,545000
1250000,0,0,1262165.6,1974,0,0,150,9.65,254654.53,1735000
1250000,0,0,1250000,1974,0,0,150,26.45,240400,1580000
650000,0,0,656326.11,1850,0,0,108,19.31,212851.61,552500
820000,0,0,820000,1972,0,0,150,28.64,101400,1289000
1100000,0,0,1110705.73,1958,0,98,110,8.23,238801.73,550000
830000,0,0,839545.95,1964,0,0,103,7.16,236691.27,1285000
1200000,0,0,1211678.98,1974,0,0,180,10.14,254351.61,1550000
1300000,0,0,1312652.23,1901,0,0,205,11.16,133284.69,795000
1050000,0,0,1060219.11,1877,0,0,229,17.41,133183.71,750000
1050000,0,0,1062076.21,1975,0,0,138,6.68,46832.5,985000
890000,0,0,890000,1966,0,0,114,35.56,153600,700000
600000,0,0,601185.3,1980,0,0,66,29,119635.88,460000
1400000,0,0,1413625.47,1885,312,0,170,6.99,343712.94,3300000
580000,0,0,586670.67,1925,0,0,75,5.4,101655.87,169029
600000,0,0,569130.69,1962,0,0,80,9.72,217597.63,1180000
800000,0,0,800000,1877,0,0,126,36.29,192700,625000
770000,0,0,777494.01,1966,0,0,108,19.31,198311.46,325000
970000,0,0,970000,1962,0,0,110,29.98,232500,1275000
1000000,0,0,1011501.15,1968,0,0,110,4.52,264709.85,1100000
1100000,0,0,1112651.27,1930,0,5,164,2.36,187936.91,1860000
970000,10,0,981156.12,1932,10,30,120,2.36,102667.37,1370000
940000,0,0,940000,1959,0,0,121,30.15,170100,1950000
14900000,0,0,14900000,1957,513,0,125,26.22,2223800,29950000
1100000,0,0,1112651.27,1973,0,0,126,-1.47,251054.59,1055000
1400000,0,0,1413625.47,1974,0,0,220,9.72,270709.28,1485000
1200000,0,0,1200000,1976,0,0,197,29.99,180600,1895000
1300000,0,0,1312652.23,1977,0,0,152,7.76,242739.69,1825000
1550000,0,0,1550000,1973,0,0,186,28.64,275400,2175000
750000,0,0,758625.86,1973,0,0,123,5.33,167706.89,1215000
1250000,0,0,1264376.44,1975,0,0,140,3.33,225767.06,774000
700000,0,0,708050.81,1974,0,0,101,5.4,162952.84,630000
1450000,0,0,1464112.1,2005,0,0,138,18.25,175289.56,1475000
1300000,0,0,1300000,1975,0,0,145,35.79,267900,1860000
650000,0,0,650000,1976,0,0,110,29.66,136100,685000
1350000,0,0,1350000,1979,0,0,151,28.31,215300,1799000
1800000,0,0,1800000,1988,0,0,181,38.13,222900,2350000
1100000,0,0,1100000,1986,0,0,128,28.31,204900,1475000
560000,0,0,566440.64,1986,0,0,74,7.16,99025.96,575000
560000,0,0,565450.19,1986,0,0,74,3.41,90673.98,675000
770000,0,0,777494.01,1987,0,0,100,17.82,131063.28,1130000
780000,0,0,780000,1987,0,0,100,26.22,131600,1175000
1500000,0,0,1500000,1994,0,0,252,31.89,273300,1950000
2150000,0,0,2170924.84,1999,0,0,274,19.51,243648.45,756000
1500000,0,0,1514598.72,1999,0,0,109,8.23,195989.07,1400000
1600000,0,0,1600000,2009,0,0,140,26.42,186700,1950000
1550000,0,0,1550000,2001,0,0,122,44.71,238100,1765000
2250000,0,0,2250000,2006,0,0,170,25.47,252800,2468000
2500000,0,0,2500000,2009,0,0,178,29.66,265900,2993000
390000,0,0,393795.67,1877,0,0,140,18.13,40490.27,262500
770000,0,0,778855.89,1973,0,0,112,2.24,134630.8,950000
1200000,0,0,1240339.86,1919,253,0,204,4.98,302229.48,1750000
500000,0,0,500000,1916,0,0,122,28.3,110800,200000
480000,0,0,484671.59,1961,0,2,94,18.13,142170.33,425000
830000,0,0,839545.95,1961,0,0,142,6.51,129876.75,800000
560000,0,0,560000,1960,0,46,122,39.32,107400,500000
630000,0,0,630000,1968,0,0,127,29.66,119100,875000
590000,0,0,590000,1952,0,90,90,28.64,191200,610000
1150000,0,0,1163226.32,1998,331,0,163,-0.26,183284.01,2400000
800000,0,0,800000,1961,0,0,125,29.2,158000,600000
700000,0,0,701382.85,1953,0,82,137,29,86069.7,690000
1050000,0,0,1050000,1965,0,184,400,32.36,88100,975000
700000,0,0,706812.74,1903,0,0,147,3.13,170038.95,400000
240000,0,0,240000,1900,0,0,58,44.71,37000,100000
1150000,265,0,1009327.22,1907,265,0,0,11.16,247153.52,925000
970000,0,0,970000,1975,0,60,190,35.56,150300,1375000
800000,0,0,809200.92,1967,0,0,160,6.14,139991.76,1150000
890000,0,0,900236.02,1970,0,0,148,5.58,163762.04,1375000
410000,16,0,410000,1957,16,58,106,26.45,96300,160000
260000,0,0,262530.45,1928,0,0,145,19.51,66541.37,325000
560000,0,0,565450.19,1947,0,0,122,9.01,104204.39,525000
1100000,0,0,1137198.31,1890,437,0,114,8.61,255249.33,1000000
430000,0,0,430000,1955,0,36,72,35.56,98400,700000
970000,0,0,981156.12,1910,598,0,190,-0.03,195826.62,500000
1000000,0,0,1011501.15,1901,0,0,220,5.58,111265.13,1375000
920000,0,0,928953.88,1952,0,6,190,18.7,55131.39,1660000
440000,0,0,444282.29,1931,0,3,92,22.36,92693.44,175000
490000,0,0,494768.92,1872,0,0,127,11.16,37461.08,225000
530000,0,0,536095.61,1962,0,0,102,8.61,103780.02,180000
500000,0,0,500000,1942,0,4,98,27.69,88400,200000
530000,0,0,536095.61,1944,0,0,126,3.89,120570.94,370000
630000,0,0,631244.57,1967,0,0,76,27.86,158412.33,325000
1100000,0,0,1112651.27,1937,0,0,192,5.1,50979.66,1585000
290000,0,0,293335.33,1946,0,0,81,-1.47,129775.6,175000
470000,0,0,445819.04,1965,0,0,50,19.51,159261.74,800000
800000,0,0,785774.63,1947,0,0,23,6.51,339356.42,750000
790000,0,0,790000,1965,0,0,107,28.64,177000,1475000
900000,0,0,908759.23,1975,0,0,167,11.16,140857.68,1380000
640000,27,0,647360.74,1941,27,84,116,6.35,161233.28,155000
640000,11,0,646228.79,1947,11,80,130,9.65,117229.94,800000
430000,0,0,434184.97,1962,0,0,111,18.78,108647.22,155000
670000,0,0,670000,1928,0,0,182,29.69,48800,347500
490000,0,0,490000,1913,0,0,88,28.3,116100,350000
360000,0,0,363503.69,1931,0,0,91,18.77,36855.24,150000
550000,0,0,555352.86,1980,0,0,116,11.68,85928.23,225000
1050000,0,0,1000918.98,1952,40,120,160,0.49,151472.41,530000
560000,0,0,566440.64,1893,0,0,150,-2.13,52496.91,1285000
770000,0,0,778855.89,1978,0,42,139,-0.03,94878.81,700000
870000,0,0,878467.26,1999,0,0,118,9.72,82192.22,850000
710000,0,0,716910.06,1977,0,0,124,13.06,160042.6,890000
780000,0,0,787591.34,1978,0,0,160,14.11,177208.05,605000
530000,0,0,502732.11,1979,0,0,60,17.53,199290.6,250000
470000,0,0,470000,1974,0,0,112,29.69,102500,1200000
610000,0,0,617015.7,1981,0,0,96,6.23,113490.43,663000
400000,0,0,404600.46,1877,0,0,86,5.81,101251.27,125000
760000,0,0,767396.69,1960,0,0,98,13.5,133890.53,895000
550000,0,0,550000,1971,0,0,75,35.56,51900,975000
930000,0,0,940696.07,1880,159,0,130,6.35,197849.62,800000
530000,0,0,535158.22,1900,0,0,119,19.1,59069.35,375000
460000,0,0,464476.94,1880,0,0,122,18.7,65430.66,10000
370000,0,0,370000,1913,0,0,80,30.63,49300,225000
880000,0,0,880000,1916,0,0,110,25.74,84000,409855
840000,0,0,840000,1971,0,0,149,39.32,158100,800000
