MI_OBJ_OIS_SUM_OF_TAXATION_VALUES,MI_OBJ_OIS_SIZE_OF_BUSINESS_AREA,MI_OBJ_OIS_MOTHER_ID,MI_OBJ_OIS_TAXATION_VALUE,MI_OBJ_OIS_CONSTRUCTION_YEAR,MI_OBJ_OIS_SIZE_OF_BUSINESS_AREA_BUILDING,MI_OBJ_OIS_SIZE_OF_BASEMENT,MI_OBJ_OIS_SIZE_OF_HOUSE,C20_6MONTH%,MI_OBJ_OIS_TAXATION_VALUE_PLOT,KOEBESUM_BELOEB
5800000,0,0,5796458.42,1971,0,0,171,9.66,2984876.27,6500000
2700000,0,62649,2763067.62,2000,0,0,81,-0.03,383964.06,2295000
2450000,0,62916,2450000,2000,0,0,88,39.32,187700,2995000
2450000,0,62916,2542400.11,2000,0,0,88,22.36,194778.98,2750000
2950000,0,62916,2950000,2000,0,0,105,29.99,227100,3495000
2400000,0,62916,2400000,2000,0,0,86,38.13,183100,2700000
2000000,0,0,2000000,1995,0,0,113,23.4,593400,2415000
3350000,0,6064,3476343.01,2003,0,0,117,13.06,1129344.51,4500000
1400000,0,3383,1452800.07,1721,0,0,63,10.73,218853.95,1650000
1750000,0,0,1799440.23,2007,0,0,75,6.31,651705.84,2500000
1750000,0,0,1828327.08,2007,0,0,75,19.1,695391.15,2795000
2550000,0,0,2664133.75,2007,0,0,134,18.25,662899.16,3850000
2400000,0,0,2400000,2006,0,0,101,31.54,677600,3475000
2150000,0,0,2179945.67,2007,0,0,104,31.35,687037.76,3595000
1850000,0,0,1908517.23,2007,0,0,82,3.61,666846.24,2800000
1850000,0,0,1850000,2008,0,0,82,28.22,646400,2880000
1850000,0,0,1850000,2008,0,0,81,26.42,645100,2895000
3000000,0,0,3084754.69,2006,0,0,136,3.63,697360.21,4242000
1850000,0,0,1863271.16,1875,0,0,101,10.14,587887.23,2400000
8400000,0,0,8588816.85,1929,0,46,266,3.13,3388186,9900000
3700000,0,0,3797397.18,1935,0,119,149,6.24,2447679.07,4595000
3800000,0,0,3885417.15,1947,0,96,149,7.51,2409265.37,4475000
8950000,0,0,9151179.86,1924,0,165,304,9.05,5052064.77,13750000
3650000,0,0,3732045.42,1933,0,80,140,17.53,2118370.33,6202000
2950000,0,0,3017713.51,1972,0,0,129,7.16,1699228.44,4725000
2850000,0,0,2914062.86,1943,0,56,104,8.94,1363372.43,4895000
3950000,12,0,4038788.88,1902,12,66,121,18.78,2911199.92,5150000
2050000,0,5065,2134915.17,1936,0,0,96,0.49,303886.95,2905000
7050000,14,0,7211823.8,1942,14,134,256,-0.26,3863389.36,9850000
4550000,0,0,4550000,1948,0,69,122,40.81,2899000,7100000
18100000,0,0,18506855.36,1893,0,421,369,9.65,11721178.81,33000000
4650000,0,0,4756734.85,1936,0,110,176,5.31,3490215.83,6280000
4200000,0,0,4200000,1928,0,42,139,23.4,2447300,6300000
4150000,0,0,4245257.98,1928,0,42,128,3.91,2546029.54,5700000
4300000,0,0,4300000,1934,0,95,95,40.81,3198000,5000000
5200000,0,0,5200000,1952,0,28,201,38.13,3657200,8000000
3900000,0,7815,4057547.44,1893,0,0,176,6.31,2080273.36,6500000
4600000,0,0,4600000,1969,0,0,196,29.59,3174000,8900000
13900000,60,0,14219056.86,1972,60,301,300,5.95,9366675.84,20500000
4950000,0,0,4950000,1928,0,0,141,37.34,3855200,6995000
6800000,0,0,6956085.37,1936,0,98,241,5.58,3915048.52,7300000
10200000,0,0,10429277.6,1916,0,135,470,7.76,7976965.9,7200000
5400000,0,0,5521382.26,1920,0,25,159,18.3,3507406.96,5860000
1950000,0,13076,2028773.72,1933,0,0,95,3.89,405026.47,3850000
2350000,0,13254,2350000,1934,0,0,112,26.45,444600,4150000
2650000,0,13408,2757051.47,1934,0,0,124,3.91,669183.21,4750000
1600000,0,13157,1600000,1933,0,0,76,28.31,332200,3050000
2600000,0,14064,2707697.29,1934,0,0,123,19.8,637871,4650000
1300000,0,14145,1353848.65,1934,0,0,61,5.39,262646.64,2195000
1200000,0,14374,1249706.44,1933,0,0,57,9.87,227446.57,1900000
1300000,0,14145,1353848.65,1934,0,0,61,21.54,262646.64,2395000
1050000,0,14374,1050000,1933,0,0,50,29.06,218400,1775000
1350000,0,14145,1350000,1934,0,0,63,30.61,252200,2350000
2700000,0,15257,2700000,1934,0,0,129,28.45,612400,5870000
1700000,0,15257,1700000,1934,0,0,80,28.31,306200,3180000
2700000,0,0,2760691.13,1944,0,49,98,18.77,1298751.81,3945000
2650000,0,0,2650000,1944,0,49,98,39.32,1242500,2700000
6550000,0,0,6550000,1969,0,0,212,40.81,4690200,10100000
1150000,0,16962,1197635.34,1939,0,0,105,5.46,94144.55,500000
2300000,0,16962,2300000,1939,0,0,105,25.47,90400,3100000
1000000,0,16962,1040396.78,1939,0,0,93,5.95,73139.89,2225000
2200000,0,17349,2200000,1935,0,0,100,28.31,98200,3225000
1750000,0,17667,1750000,1935,0,0,80,39.32,78200,2050000
1800000,0,17667,1824160.25,1935,0,0,84,24.67,83303.32,2500000
5450000,27,0,5572506.17,1901,27,99,254,18.77,3324587.86,8100000
870000,0,214608,905145.2,1946,0,0,48,2.75,97901.34,845000
1700000,0,20609,1700000,1939,0,0,87,30.29,132200,2500000
1650000,0,20609,1650000,1939,0,0,84,30.61,132200,2620000
620000,0,21141,645046,1935,0,0,63,6.07,106536.63,1595000
1300000,0,21524,1353848.65,1935,0,0,66,20.05,67692.43,1385000
1600000,0,21524,1600000,1935,0,0,83,28.53,88100,2040000
6800000,0,0,6800000,1967,0,86,146,28.31,5175100,7600000
3800000,126,0,3800000,1900,252,126,126,31.61,1668200,10000000
2350000,0,24035,2447341.79,1899,0,0,109,3.78,161316.27,4000000
1100000,0,24035,1114764.6,1899,0,0,51,27.29,104686.53,1955000
5250000,95,0,5388198.71,1900,95,195,295,3.34,3655867.16,8500000
5300000,22,0,5439514.88,1959,0,127,105,9.66,3882068.88,6300000
7650000,0,0,7650000,1895,0,110,214,28.31,3307000,12700000
1250000,0,25929,1301777.55,1939,0,0,58,10.73,147986.07,1445000
1200000,0,25929,1200000,1939,0,0,57,29.99,139400,1500000
1200000,0,25929,1249706.44,1939,0,0,57,18.77,145174.23,1525000
3250000,0,26526,3323054.14,1967,0,0,102,8.23,1711117.26,5025000
7700000,20,0,7902691.44,1903,20,80,180,7.11,2958172.41,10500000
6700000,0,0,6850603.92,1930,0,98,218,19.31,4796138.48,9200000
1000000,0,27611,1041422.04,1896,0,0,50,3.41,34679.35,1000000
790000,0,28391,821913.46,1939,0,0,39,2.17,54516.79,900000
1000000,0,28391,1041422.04,1939,0,0,53,13.06,68109,1300000
1050000,0,28391,1093493.14,1939,0,0,54,-0.36,68109,1250000
1950000,0,142038,2030772.97,1936,0,0,99,9.72,181207.43,2650000
2700000,0,142038,2736240.38,1936,0,0,139,26.46,252139.48,4200000
5000000,0,0,5112390.98,1890,0,96,105,1.28,3624582.96,7610000
4200000,0,0,4294408.43,1933,0,111,151,17.51,2998724.05,4900000
1300000,0,31260,1300000,1959,0,0,86,29.2,252800,2100000
970000,0,31465,1009184.88,1959,0,0,64,9.51,206206.64,1216199
460000,0,31465,479054.14,1959,0,0,59,3.13,189434.67,1125000
960000,0,31465,999765.16,1959,0,0,61,8.94,196308.05,1070000
710000,0,31465,738681.71,1959,0,0,44,3.89,138580.85,680000
780000,0,31260,780000,1959,0,0,49,42.54,127900,695000
1150000,0,31260,1197635.34,1959,0,0,76,5.39,220989.76,1395000
970000,0,31465,970000,1959,0,0,63,35.79,198200,1195000
710000,0,31465,739409.65,1959,0,0,44,13.5,138717.42,785000
930000,0,31465,930000,1959,0,0,59,30.61,181900,1380000
930000,0,31465,930000,1959,0,0,59,27.69,181900,1145000
710000,0,31465,739409.65,1959,0,0,44,20.05,138717.42,800000
710000,0,31465,739409.65,1959,0,0,44,3.13,138717.42,700000
460000,0,31465,460000,1959,0,0,59,30.57,181900,1299000
710000,0,31465,739409.65,1959,0,0,44,1.48,138717.42,675000
1150000,0,31260,1196456.3,1959,0,0,76,5.58,230447.89,1397000
670000,0,31260,670000,1959,0,0,86,30.57,252800,2045000
1300000,0,31260,1353848.65,1959,0,0,87,18.13,263271.49,1795000
1350000,0,31260,1350000,1959,0,0,87,28.31,249700,2220000
880000,0,31465,916451.39,1959,0,0,115,18.78,389075.27,3023000
450000,0,31465,468639.92,1959,0,0,58,13.63,179332.87,1011000
900000,0,31465,900000,1959,0,0,57,28.22,172200,1149000
1100000,0,31465,1145564.24,1959,0,0,72,18.13,230050.13,1900000
620000,0,31260,620000,1959,0,0,49,35.79,127900,760000
1100000,0,31465,1144436.46,1959,0,0,72,-0.03,229823.65,1400000
900000,0,31465,937279.83,1959,0,0,57,11.45,179332.87,970000
670000,0,31260,697752.76,1959,0,0,87,20.26,260043.08,2000000
780000,0,31260,780000,1959,0,0,49,29.51,127900,785000
730000,0,31465,730000,1962,0,0,45,29.99,133200,775000
1100000,0,31465,1144436.46,1962,0,0,72,3.92,229823.65,1600000
7900000,0,0,8077577.75,1935,0,122,281,17.82,4644095.97,9725000
7100000,0,0,7100000,1926,0,25,202,31.54,4625200,11500000
8750000,0,0,8750000,1929,0,130,252,28.45,5343800,19125000
9400000,0,0,9611295.05,1920,0,7,174,5.39,6482511.77,11000000
5700000,0,0,5830836.27,1935,0,43,132,6.15,4441562.8,4755000
6450000,0,0,6594984.37,1936,0,14,269,14.11,4318845.65,7550000
4350000,0,0,4447780.15,1934,0,103,165,1.48,2122460.24,5050000
6600000,0,0,6600000,1920,0,130,218,27.69,3961500,9600000
4850000,0,0,4850000,1929,0,85,179,42.54,2922200,6500000
6750000,0,0,6750000,1935,0,167,291,30.11,3961500,10500000
4500000,0,0,4500000,1930,0,97,45,30.63,2453100,3385000
810000,0,45555,810000,1942,0,0,47,35.79,106400,1100000
820000,0,45555,853125.36,1942,0,0,47,4.52,110698.22,995000
760000,0,45555,791480.75,1942,0,0,43,18.25,100393.08,825000
870000,0,45989,906037.17,1939,0,0,51,-0.36,132052.31,1000000
440000,0,45989,440000,1939,0,0,52,28.3,126800,1330000
880000,0,45989,880000,1939,0,0,51,39.32,126800,1145000
920000,0,46152,957165.04,1956,0,0,54,2.24,133482.91,925000
970000,0,46152,1009184.88,1956,0,0,57,9.66,141702.04,1180000
1750000,0,0,1790169.03,1931,0,66,128,-3.2,497973.88,3401000
3750000,0,0,3834293.24,1932,42,90,90,5.46,2048330.57,4675000
3100000,0,0,3169682.41,1943,0,114,147,11.16,1771034.48,1971000
1100000,0,47248,1144436.46,1939,0,0,69,3.63,462040.21,1600000
3900000,0,0,3953823.34,1931,0,77,177,31.35,2012293.32,5900000
3700000,0,0,3784928.8,1938,0,85,135,-0.03,2216024.67,5800000
4200000,0,0,4294408.43,1930,0,112,164,17.73,2228593.48,6300000
3900000,0,0,3987664.97,1937,0,77,140,0.49,2434418.34,5665000
4200000,0,0,4294408.43,1936,0,105,149,22.36,2637278.01,4305000
7480000,0,0,6200000,1912,0,91,169,26.45,3574400,7250000
8550000,0,0,8775066.47,1954,0,87,243,5.43,5658532.33,9400000
8950000,0,0,9151179.86,1966,0,90,280,8.94,5501955.18,10600000
6800000,0,0,6800000,1916,0,78,376,36.29,3268900,12100000
8650000,0,0,8844436.4,2004,0,121,242,22.36,4857998.41,9500000
7800000,0,0,7975260.11,1934,0,122,259,19.51,4857955.87,4150000
4950000,0,0,4950000,1947,0,64,142,40.81,2758900,5950000
4150000,0,0,4245257.98,1913,0,107,200,5.33,3037967.99,9900000
4250000,0,0,4347553.36,2014,0,0,157,-0.26,3533998.25,8500000
1500000,0,159933,1562133.05,1934,0,0,79,10.14,49571.69,2100000
2200000,0,159933,2288872.92,1934,0,0,114,4.47,75948.96,2830000
1850000,0,52497,1924734.04,1955,0,0,95,3.34,98005.38,2850000
45500000,84,0,45500000,1940,84,528,2428,45.97,2579000,51000000
6250000,0,0,6390488.73,1968,0,0,190,18.77,4145433.35,6500000
1000000,0,54007,1041422.04,1968,0,0,61,13.5,158504.43,1195000
1000000,0,54007,1000000,1968,0,0,61,28.64,152200,1300000
1000000,0,54007,1000000,1968,0,0,61,30.71,152200,1250000
1000000,0,54007,1000000,1968,0,0,61,36.29,152200,1150000
860000,0,54678,894741.23,1956,0,0,50,5.19,153146.41,795000
1850000,0,54678,1926630.77,1956,0,0,111,8.71,330547.35,2450000
870000,0,54678,905145.2,1956,0,0,50,4.47,153146.41,775000
3700000,0,0,3783169.33,1947,0,55,110,18.58,2134116.49,4001000
4800000,0,0,4907895.34,1935,0,145,185,19.31,3414463.69,6250000
3100000,0,0,3100000,1955,0,63,115,38.13,1343900,4075000
3500000,0,0,3580338.06,1955,0,63,115,5.58,1778711.95,4250000
12150000,0,57685,6404745.52,1959,0,0,176,17.41,841156.58,7500000
8300000,0,0,8300000,1929,0,85,207,28.22,3918400,12500000
920000,0,58576,958108.27,1933,0,0,42,9.87,58007.21,1050000
8000000,0,0,8179825.57,1935,0,77,253,10.23,4878243.48,13200000
7300000,0,0,7404002.18,1952,0,0,240,31.35,4777914.17,9000000
7500000,0,0,7500000,1953,0,134,194,28.23,5011500,7500000
4850000,0,0,4850000,1928,0,65,135,26.45,2997900,6895000
7200000,0,0,7200000,1933,0,70,167,29.51,5172500,5912000
3500000,0,0,3578673.69,1934,0,119,139,19.1,2255280.16,4200000
3100000,0,0,3169682.41,1927,0,23,121,19.1,2533803.22,3750000
6900000,0,0,6900000,1935,0,92,216,29.98,4068900,8500000
6500000,0,0,6649199.25,1910,0,115,210,6.07,3867890.35,10850000
5100000,12,0,5100000,1931,12,95,179,29.98,2509400,5755000
7300000,0,0,7467562.23,1899,53,139,293,5.49,4803279.24,7700000
970000,0,63081,970000,1899,0,0,62,39.32,111000,1075000
860000,0,63081,860000,1899,0,0,88,38.13,88800,2550000
1950000,0,83317,1976173.61,1898,0,0,100,27.86,115530.15,3000000
7650000,0,0,7821958.2,1899,0,108,228,18.77,3635727.97,13300000
18000000,0,0,18404607.54,1890,0,185,205,0.49,13835561.47,7224800
3500000,0,0,3500000,1933,0,0,160,25.13,1904700,6225000
4350000,0,0,4350000,1939,0,99,182,25.74,2678500,5000000
4150000,0,0,4150000,1940,0,108,170,24.74,2632100,6200000
2800000,0,0,2862938.95,1933,0,72,72,7.76,1939436.64,3200000
4400000,0,0,4582256.96,1939,0,166,83,18.25,4161626.6,5800000
3700000,0,0,3784928.8,1936,0,74,132,-1.47,2451713.21,4250000
3400000,0,0,3446922.91,1936,0,96,96,29,2446605.6,3850000
4250000,0,0,4347553.36,1937,0,98,173,4.52,2714612.32,5425000
890000,0,68377,925953.13,1937,0,0,52,5.43,94884.19,825000
870000,0,308124,881677.46,1936,0,0,51,31.81,105395.93,925000
890000,0,68784,926865.61,1936,0,0,52,11.16,104142.2,970000
950000,0,69144,988376.94,1938,0,0,55,7.11,93531.67,875000
4400000,0,0,4500996.42,1971,0,0,177,6.15,3373496.81,4800000
2100000,0,71149,2184833.24,1958,0,0,110,6.14,201316.78,4995000
15700000,499,0,15700000,1894,701,541,698,45.97,3055000,33957240
14300000,479,0,14300000,1934,680,405,703,45.97,2104300,30471389
6000000,0,0,6157941.38,1931,72,99,185,5.4,2729815.41,3650000
6950000,196,0,6479549.99,1938,196,173,325,6.23,1704541.19,8500000
6500000,0,0,6646050.09,1924,0,138,251,18.58,4864908.67,4400000
4350000,0,0,4447780.15,1933,0,102,212,9.01,2421432.86,6000000
9650000,45,0,9866914.6,1935,45,225,405,9.87,4855748.96,14250000
9750000,0,0,9969162.42,1935,0,186,513,19.51,5209424.16,16150000
1200000,0,75667,1249706.44,1931,0,0,78,19.51,157046.44,1625000
6050000,0,0,6185993.09,1894,0,94,189,10.23,4539087.46,6000000
6400000,0,0,6400000,1901,0,90,250,26.22,4442200,8100000
3900000,0,0,3900000,1931,0,134,146,28.23,2410900,6350000
5200000,36,0,5200000,1921,36,65,122,31.61,3444900,5540000
3400000,0,0,3478042.68,1954,0,0,108,5.81,2497439.24,4070000
7750000,0,0,7750000,1918,0,146,328,29.66,4056000,10200000
3650000,0,0,3650000,1938,0,82,129,32.36,2357500,6600000
7050000,20,0,7208471.29,1902,20,127,226,17.32,4136128.8,8400000
24700000,0,0,24700000,1907,627,199,99,30.15,3168000,31000000
1250000,113,81241,1250000,1903,0,0,0,5.57,137300,1300000
2000000,0,156918,2000000,1930,0,0,92,35.56,71700,3450000
7700000,0,0,7873082.11,1898,0,148,296,18.78,4174573.98,8325000
4700000,0,0,4807882.53,1962,0,62,145,7.16,3517324.11,6450000
6000000,0,0,6000000,1901,0,94,99,27.69,3653700,3500000
5700000,0,0,5850044.31,1902,0,104,226,5.43,4136802.39,9900000
5800000,0,0,5800000,1903,0,96,180,38.13,3989000,6400000
3250000,0,0,3323054.14,1933,0,76,93,9.65,2586563.09,4125000
3650000,0,0,3650000,1953,0,23,113,28.23,2338900,4895000
4800000,0,0,4800000,1932,0,79,197,42.54,2325400,7500000
4800000,0,0,4907895.34,1931,0,79,184,3.41,2377670.8,7200000
2900000,0,0,2965186.77,1934,0,92,92,-0.36,1783304.22,3900000
5550000,0,0,5550000,1923,0,72,144,35.62,3855200,6125000
5400000,0,0,5400000,1958,0,0,193,29.92,3855200,7325000
6300000,25,0,6300000,1970,25,56,116,32.36,4436700,7600000
8450000,0,0,8643959.03,1928,0,26,291,0.37,5730177.62,9425000
5750000,0,0,5791248.21,1932,0,116,93,20.05,3053548.92,3100000
1950000,0,89412,800000,1949,0,0,83,29.98,142000,2750000
1100000,0,89412,1145564.24,1949,0,0,58,11.81,97893.67,1275000
3000000,0,90305,1500000,1936,0,0,79,28.64,129800,2495000
1500000,0,90305,1500000,1936,0,0,78,32.36,128000,2310000
1550000,0,90305,1550000,1936,0,0,79,29.66,129800,2150000
1500000,0,90305,1562133.05,1936,0,0,77,17.41,133302.02,1850000
1350000,0,90305,1405919.75,1936,0,0,70,11.45,118722.11,1800000
1750000,0,90305,1820694.36,1936,0,0,90,6.68,155019.12,2425000
1800000,0,90879,1800000,1933,0,0,92,25.13,538700,2875000
5400000,0,0,5523950.15,1937,0,145,274,5.33,3004210.52,7300000
4400000,0,0,4498904.06,1925,0,64,124,15.98,3071933.49,4400000
4700000,0,0,4700000,1928,0,87,148,29.99,3106100,6250000
6300000,0,0,6300000,1953,0,87,182,31.89,4005400,8200000
8000000,0,0,8000000,1912,0,0,165,23.4,5199300,8995000
4550000,0,0,4654439.48,1953,0,105,177,0.37,3150492.9,3800000
4550000,0,0,4550000,1949,0,33,143,32.54,2760400,6500000
3550000,0,0,3631485.74,1939,0,47,94,-0.26,2256124.45,4400000
3550000,0,0,3629797.6,1939,0,47,94,3.93,2255075.66,3950000
3550000,0,0,3629797.6,1939,0,47,94,11.68,2255075.66,4400000
6450000,0,0,6450000,1932,0,63,210,31.12,3789000,6600000
6350000,0,0,6495756.19,1934,0,99,194,5.31,4059694.18,6800000
5200000,0,0,5316886.62,1936,0,128,212,1.28,3281848.27,5900000
1300000,0,97393,1352515.81,1933,0,0,64,5,89890.28,1700000
1500000,0,159933,1562133.05,1934,0,0,78,17.51,48842.69,1420000
4250000,0,0,4345532.34,1912,0,90,177,19.8,3100358.39,6700000
1500000,0,99272,1520133.55,1936,0,0,68,31.35,97187.2,2470000
3050000,0,99752,3050000,1928,0,0,140,28.22,157300,4650000
3000000,0,100041,3124266.11,1932,0,0,135,18.94,126428.64,4650000
3200000,0,0,3273451.94,1957,0,0,100,0.37,2644949.17,3750000
1850000,0,101595,1874831.37,1958,0,0,110,31.81,450466.24,2850000
1450000,0,101595,1508575.33,1958,0,0,87,4.47,355711.66,1685000
1650000,0,103563,1650000,1949,0,0,108,45.97,230600,1800000
1600000,0,103563,1664634.85,1949,0,0,104,6.23,239915.5,2050000
4950000,0,0,4950000,1901,0,83,152,25.74,3520500,6400000
6200000,47,0,6363206.09,1919,47,0,210,7.11,4376243.67,8000000
8200000,0,0,8384321.21,1917,0,101,202,5.39,5027832.04,8650000
2500000,0,0,2556195.49,1919,0,0,140,7.51,919207.9,3850000
4600000,0,0,4600000,1961,0,35,151,30.11,3293900,6000000
4650000,0,0,4754523.61,1954,0,106,164,9.87,2816109.45,4900000
4300000,0,0,4359343.68,1925,0,95,171,29,2516659.24,5000000
4250000,0,0,4250000,1939,0,72,180,30.63,2948500,7300000
5500000,0,0,5626245.52,1924,0,113,200,-0.03,3713424.34,9800000
6150000,0,0,6288240.91,1956,0,100,139,13.63,4803193.58,5018625
6000000,0,0,6134869.18,1955,0,75,152,22.36,4724360.51,5300000
3800000,0,109154,3800000,1929,0,0,113,30.57,2182100,4495000
1950000,0,0,1994759.78,1941,0,33,74,6.51,1291274.49,2350000
4100000,0,0,4192160.61,1927,0,37,127,18.77,2559774.16,7000000
6450000,0,0,6594984.37,1900,0,85,192,3.78,4488679.28,7400000
9200000,0,0,9200000,1995,0,0,256,28.3,5472500,11200000
7900000,0,0,8081334.47,1956,0,0,257,5.49,4849312.16,8100000
7000000,0,0,7000000,1920,0,86,234,28.31,4558400,13000000
7800000,0,0,7975329.93,1937,0,119,211,10.68,5049917.56,10075000
7750000,0,0,7954007.61,1934,0,93,225,9.51,4642369.37,10800000
3850000,0,0,3850000,1930,0,55,106,28.31,2789100,5495000
4850000,0,0,4850000,1920,0,74,186,42.66,3173200,5050000
6000000,0,0,6134869.18,1928,0,104,191,19.8,3579900.66,7066666
11100000,0,0,11349507.98,1889,0,107,202,18.7,7395380.3,15500000
11900000,45,0,12167490.54,1957,45,129,283,0.49,5994789.67,14200000
5300000,0,0,5300000,1939,0,183,240,38.13,2960300,4600000
5850000,0,0,5850000,1900,0,52,98,39.32,2645800,7000000
2500000,0,186868,2600991.95,1902,0,0,114,2.74,234921.59,4150000
2850000,0,186868,2968052.8,1902,0,0,130,1.28,257856.1,4725000
1950000,0,186868,1950000,1902,0,0,91,42.54,195900,3250000
2400000,0,186868,2400000,1902,0,0,101,36.29,204100,3495000
1000000,0,116436,1007173.6,1956,0,0,70,10.68,94372.17,2500000
840000,0,117297,873933.29,1948,0,0,84,5.1,162926.14,520000
870000,0,117297,905145.2,1948,0,0,87,5.1,169064.48,520000
820000,0,117297,853125.36,1948,0,0,83,5.1,160845.34,520000
1650000,0,117297,1718346.36,1948,0,0,83,1.48,161003.85,2625000
870000,0,117297,905145.2,1948,0,0,87,5.1,169064.48,520000
1650000,0,117297,1687873.66,1948,0,0,83,4.52,158148.65,2825000
11400000,0,0,11700088.62,1880,0,40,198,3.34,9285354.54,6000000
8500000,0,0,8617307.27,1914,0,137,309,27.86,4674230.22,11175000
1550000,0,120271,1614204.16,1938,0,0,70,6.99,191205.09,1600000
1450000,0,121006,1508575.33,1937,0,0,94,5.95,190496.65,1995000
6800000,15,0,6956085.37,1952,15,149,168,6.07,4388471.51,8350000
7800000,0,0,7975329.93,1932,0,144,268,8.94,4353507.66,10700000
690000,0,123211,718581.21,1950,0,0,70,9.87,175479.61,2110000
1400000,0,123750,1457990.85,1933,0,0,66,8.94,327839.66,2400000
1550000,0,123750,1550000,1933,0,0,74,26.45,314800,2735000
5400000,0,0,5521382.26,1943,0,52,132,10.68,2486155.73,7450000
12500000,0,0,12780977.46,1925,0,154,329,-0.36,7258163.73,13000000
3300000,0,125575,3436692.72,1968,0,0,95,5.46,425733.33,4375000
3050000,0,125575,3050000,1968,0,0,89,27.69,408800,3700000
7300000,0,0,7467562.23,1900,0,111,225,-0.03,4585696.98,13567500
3150000,0,0,3222304.25,1946,0,78,78,6.14,2493449.72,3250000
4050000,0,0,4141036.7,1931,0,125,139,18.7,2869073.82,5650000
3550000,0,0,3631485.74,1930,0,62,128,5,2014298.19,5225000
3600000,0,0,3600000,1929,0,98,134,30.61,2262500,4800000
4150000,0,0,4243284.52,1946,0,65,112,9.65,3169171.17,4600000
3400000,0,0,3476425.87,1935,0,66,106,11.16,2342190.8,4350000
2800000,0,0,2800000,1956,0,0,118,32.36,2220100,4875000
3200000,0,0,3273451.94,1934,0,60,146,-0.26,2309215.75,5500000
2600000,0,0,2659679.7,1943,0,80,114,3.63,1459550.38,3495000
3000000,0,0,3000000,1942,0,82,134,37.34,1614400,3505467
2850000,0,0,2850000,1960,0,0,150,28.22,2168500,4900000
7750000,0,0,7927891.41,1936,0,96,203,-2.13,4355532.4,10000000
4800000,0,0,4910177.91,1944,0,64,108,5.31,3332578.66,5700000
2750000,0,0,2811815.04,1959,0,0,110,11.8,1741484.86,3950000
3900000,0,0,3900000,1929,0,87,148,33.36,2334200,6800000
5700000,0,0,5700000,1957,0,80,232,39.32,3401900,7250000
5650000,0,0,5779688.58,1937,0,102,186,5.49,3720175.83,6100000
6100000,0,0,6100000,1935,0,168,238,35.56,3438700,6999000
5000000,0,0,5114768.65,1933,0,147,147,-2.13,3527042.17,4805000
4600000,0,0,4703399.7,1960,0,79,177,1.48,3340129.52,4842500
2950000,0,0,3016310.68,1962,0,104,104,22.36,2073892.53,3250000
3700000,0,0,3797397.18,1942,0,14,125,2.24,2429205.24,3895000
9400000,0,0,9400000,1918,0,112,197,45.97,5492300,11800000
5400000,0,0,5523950.15,1954,0,70,120,3.89,3798840.97,6650000
7600000,0,0,7770834.29,1955,0,48,232,13.63,4819859.97,7700000
1250000,0,140221,1250000,1935,0,0,65,26.22,210500,2050000
1300000,0,140221,1352515.81,1935,0,0,67,6.53,219003.52,1795000
1550000,0,140221,1614204.16,1935,0,0,80,3.13,224322.31,2350000
1250000,0,140221,1300495.97,1935,0,0,65,9.66,219003.52,1750000
830000,0,140221,830000,1935,0,0,86,35.56,254600,2400000
1600000,0,140221,1664634.85,1935,0,0,82,5.75,264885.02,1500000
1400000,0,140221,1456555.49,1935,0,0,72,9.66,234297.35,1995000
1850000,0,140221,1926630.77,1935,0,0,96,19.31,377307.2,1775000
1400000,0,140221,1457990.85,1935,0,0,73,7.51,234528.24,2400000
830000,0,141775,864380.29,1969,0,0,41,19.31,47384.7,835000
1350000,0,142038,1405919.75,1936,0,0,70,3.93,204639.43,1925000
1600000,0,142038,1583941.77,1936,0,0,82,-0.26,137109.96,2000000
1550000,0,142038,1550000,1936,0,0,81,28.53,140300,2425000
1750000,0,142038,1822488.56,1936,0,0,90,13.63,163711.54,2495000
1750000,0,142038,1820694.36,1936,0,0,90,5.43,163550.37,2100000
1550000,0,142038,1612615.01,1936,0,0,80,3.34,144094.95,2490000
1100000,0,28391,1144436.46,1939,0,0,57,3.33,68041.95,1375000
1850000,0,143042,1850000,1971,0,0,94,30.11,286700,2595000
